Unnamed: 0,店舗名,住所,緯度,経度,チェック
266,越谷イオンレイクタウン kaze 1階店,埼玉県 越谷市 レイクタウン4-2-2 イオンレイクタウン kaze 1F,35.877773,139.825058,0
267,獨協医科大学埼玉医療センター店,埼玉県 越谷市 南越谷2-1-50 獨協医科大学埼玉医療センター,35.878487,139.789307,0
268,ララガーデン春日部店,埼玉県 春日部市 南1-1-1(店舗番号1230) ララガーデン春日部,35.97744,139.754761,0
269,イオンモール春日部店,埼玉県 春日部市 下柳420-1,35.987579,139.788605,0
270,東武久喜駅店,埼玉県 久喜市 中央2-1-1 東武久喜駅,36.090412,139.646042,0
271,モラージュ菖蒲店,埼玉県 久喜市 菖蒲町菖蒲6005-1 モラージュ菖蒲,36.075214,139.611633,0
272,羽生パーキングエリア（下り線）店,埼玉県 羽生市 弥勒三新田824 Pasar羽生,36.180504,139.585556,0
273,カインズ羽生店,埼玉県 羽生市 小松514-1,36.155663,139.528336,0
274,イオンモール羽生3階店,埼玉県 羽生市 川崎2-281-3 イオンモール羽生3階,36.142914,139.541718,0
275,イオンモール羽生1階店,埼玉県 羽生市 川崎2-281-3 イオンモール羽生1階,36.142914,139.541718,0
276,蓮田サービスエリア（上り線）店,埼玉県 蓮田市 川島370 Pasar蓮田（上り線）,35.977615,139.666458,0
277,TSUTAYA 南古谷店,埼玉県 川越市 泉町3-1 ウニクス南古谷,35.905624,139.513016,0
278,西武本川越駅店,埼玉県 川越市 新富町1-22 本川越駅構内,35.914635,139.481705,0
279,川越鐘つき通り店,埼玉県 川越市 幸町15-18,35.923595,139.483627,0
280,カインズスーパーモールかわじま店,埼玉県 比企郡 川島町上伊草210 カインズスーパーモールかわじま,35.975552,139.466812,0
281,TSUTAYA 坂戸八幡店,埼玉県 坂戸市 八幡1-3-21,35.959862,139.402924,0
282,川越伊勢原店,埼玉県 川越市 伊勢原町3-2-3,35.922192,139.42749,0
283,エキア川越店,埼玉県 川越市 脇田町24-9 EQUiA川越,35.906883,139.483643,0
284,ルミネ川越店,埼玉県 川越市 脇田本町39-19 ルミネ川越,35.906982,139.483246,0
285,埼玉医科大学国際医療センター店,埼玉県 日高市 山根稲荷山1397-1 埼玉医科大学国際医療センター,35.918953,139.323944,0
286,狭山市入間川にこにこテラス店,埼玉県 狭山市 柏原2910-1,35.86476191,139.4043693,0
287,鶴ヶ島若葉店,埼玉県 鶴ヶ島市 富士見2-2-8,35.951611,139.412537,0
288,カインズホーム鶴ヶ島店,埼玉県 鶴ヶ島市 三ツ木奥仲580-1,35.92905,139.391861,0
289,朝霞駅前店,埼玉県 朝霞市 本町2-4-18 バモスビル,35.796467,139.599396,0
290,エキア プレミエ 和光店,埼玉県 和光市 本町4-6,35.788231,139.612167,0
291,エキア志木店,埼玉県 新座市 東北2-38-1 EQUiA志木,35.821899,139.575302,0
292,志木駅前店,埼玉県 新座市 東北2-39-1 井下田第２ビル 1F,35.822765,139.575027,0
293,くみまちMALL新座店,埼玉県 新座市 大和田2-6-28 くみまちMALL新座,35.805313,139.548676,0
294,ららぽーと富士見2階店,埼玉県 富士見市 山室1-1313 ららぽーと富士見2階,35.858746,139.547913,0
295,三芳パーキングエリア(下り線)店,埼玉県 入間郡 三芳町上富2218-1 三芳パーキングエリア(下り線),35.839874,139.500397,0
296,ららぽーと富士見3階店,埼玉県 富士見市 山室1-1313 ららぽーと富士見3階,35.858746,139.547913,0
297,ピオニウォーク東松山店,埼玉県 東松山市 あずま町4-3,36.005379,139.410278,0
298,なめがわ森林モール店,埼玉県 比企郡 滑川町羽尾2806-1,36.059055,139.369339,0
299,ふじみ野清見店,埼玉県 ふじみ野市 清見2-1-7,35.88182871,139.5206015,0
300,ふじみ野店,埼玉県 ふじみ野市 ふじみ野4-9-1,35.857895,139.516418,0
301,ふじみ野亀久保店,埼玉県 ふじみ野市 亀久保4-9-27,35.857483,139.513824,0
302,飯能メッツァビレッジ店,埼玉県 飯能市 宮沢327-6 メッツァ,35.870926,139.329178,0
303,飯能ＰｅＰｅ店,埼玉県 飯能市 仲町11-21 飯能ＰｅＰｅ 2F,35.851208,139.320114,0
304,イオン入間店,埼玉県 入間市 上藤沢下原462 イオン入間ショッピングセンター,35.816055,139.392166,0
305,グランエミオ所沢東口2階店,埼玉県 所沢市 くすのき台1-14-5 グランエミオ所沢,35.78746,139.473984,0
306,グランエミオ所沢西口1階店,埼玉県 所沢市 くすのき台1-14-5 グランエミオ所沢,35.78746,139.473984,0
307,新所沢パルコ店,埼玉県 所沢市 緑町1-2-1 新所沢パルコ,35.805706,139.455582,0
308,所沢けやき台店,埼玉県 所沢市 けやき台2-17-10,35.796738,139.4552,0
309,所沢小手指バイパス店,埼玉県 所沢市 北野1-2-67,35.795303,139.426788,0
310,アズ熊谷店,埼玉県 熊谷市 筑波2-115 熊谷駅ビルＡＺ２,36.139484,139.390518,0
311,カインズ熊谷籠原店,埼玉県 熊谷市 新堀952-11 カインズ熊谷籠原,36.179111,139.330322,0
312,上尾二ツ宮店,埼玉県 上尾市 二ツ宮957-1,35.981277,139.602966,0
313,イオンモール上尾店,埼玉県 上尾市 愛宕3-8-1 イオンモール上尾1階,35.965076,139.598068,0
314,上尾壱丁目店,埼玉県 上尾市 壱丁目北6-12,35.957703,139.570572,0
315,桶川下日出谷店,埼玉県 桶川市 下日出谷東3-2,35.997326,139.550354,0
316,深谷国済寺店,埼玉県 深谷市 国済寺町26-5,36.189285,139.307617,0
317,上里サービスエリア(上り線)店,埼玉県 児玉郡 上里町五明849-1 上里サービスエリア(上り線),36.255943,139.120575,0
318,上里サービスエリア（下り線）店,埼玉県 児玉郡 上里町五明820 上里サービスエリア（下り線）,36.254246,139.11937,0
319,ふかや花園プレミアム・アウトレット店,埼玉県 深谷市 花園１番地 ふかや花園プレミアム・アウトレット,36.197018,139.281708,0
320,千葉中央駅店,千葉県 千葉市中央区 本千葉町15-1 ミラマーレショッピングセンターミーオ2,35.60783948,140.1182905,0
321,そごう千葉ジュンヌ店,千葉県 千葉市中央区 新町1001 そごう千葉店　ジュンヌ,35.610691,140.115372,0
322,千葉センシティタワー店,千葉県 千葉市中央区 新町1000 千葉センシティタワー,35.611118,140.113571,0
323,ペリエ千葉店,千葉県 千葉市中央区 新千葉1-1-1 ペリエ千葉,35.612953,140.114136,0
324,ペリエ千葉5階店,千葉県 千葉市中央区 新千葉1-1-1 ペリエ千葉,35.612953,140.114136,0
325,アリオ蘇我店,千葉県 千葉市中央区 川崎町52-7,35.588078,140.122589,0
326,千葉美浜店,千葉県 千葉市美浜区 幸町2-20-1,35.62658202,140.0896681,0
327,ペリエ海浜幕張店,千葉県 千葉市美浜区 ひび野2-110 ペリエ海浜幕張,35.645523,140.04126,0
328,イオン海浜幕張店,千葉県 千葉市美浜区 ひび野1-3 イオン幕張 1F,35.651863,140.045303,0
329,湾岸幕張パーキングエリア（上り線）店,千葉県 千葉市美浜区 浜田2-102 湾岸幕張パーキングエリア（上り線）,35.65972187,140.0287455,0
330,湾岸幕張パーキングエリア（下り線）店,千葉県 千葉市美浜区 浜田2-102 湾岸幕張パーキングエリア（下り線）,35.659882,140.029068,0
331,幕張ＷＢＧ店,千葉県 千葉市美浜区 中瀬2-6-1 WBG,35.648041,140.038834,0
332,イオンモール幕張新都心グランドモール店,千葉県 千葉市美浜区 豊砂1-1 イオンモール幕張新都心グランドモール,35.65609,140.02652,0
333,イオンモール幕張新都心ファミリーモール店,千葉県 千葉市美浜区 豊砂1-5 イオンモール幕張新都心ファミリーモール2階,35.65609,140.02652,0
334,千葉長沼店,千葉県 千葉市稲毛区 長沼町333-10,35.657303,140.117447,0
335,千葉若松店,千葉県 千葉市若葉区 若松町1-1,35.640526,140.174942,0
336,千葉おゆみ野店,千葉県 千葉市緑区 おゆみ野南1-1-1,35.552868,140.158508,0
337,TSUTAYA BOOKSTORE テラスモール松戸店,千葉県 松戸市 八ヶ崎2-8-1 テラスモール松戸,35.817673,139.932816,0
338,流山おおたかの森運動公園店,千葉県 流山市 市野谷561-1(運A30街区1),35.864395,139.91864,0
339,流山おおたかの森Ｓ・Ｃ店,千葉県 流山市 おおたかの森南1-5-1,35.870468,139.92627,0
340,南流山店,千葉県 流山市 南流山9-15-14,35.837894,139.906448,0
341,千葉ニュータウン店,千葉県 印西市 泉野3-1186-5,35.805866,140.129105,0
342,theGreen千葉ニュータウン店,千葉県 印西市 鹿黒南5-2 theGreen,35.81408137,140.1332246,0
343,イオンモール千葉ニュータウン店,千葉県 印西市 中央北3-2,35.802212,140.112183,0
344,プラーレ松戸店,千葉県 松戸市 松戸1149-1 プラーレ松戸,35.782894,139.902496,0
345,アトレ松戸店,千葉県 松戸市 松戸1181 アトレ松戸,35.783401,139.900055,0
346,ダイエーいちかわコルトンプラザ店,千葉県 市川市 鬼高1-1-1　 ニッケコルトンプラザ,35.715031,139.932663,0
347,ニッケコルトンプラザ　ツムグテラス店,千葉県 市川市 鬼高1-1-1 ツムグテラス,35.715031,139.932663,0
348,シャポー市川店,千葉県 市川市 市川1-1-1 シャポー市川,35.72897,139.907639,0
349,イオン市川妙典店,千葉県 市川市 妙典5-3-1 イオン市川妙典,35.693695,139.928009,0
350,シャポー船橋本館店,千葉県 船橋市 本町7-1-1 シャポー船橋本館1階,35.702137,139.983231,0
351,シャポー船橋南館店,千葉県 船橋市 本町7-1-1 シャポー船橋南館2階,35.702137,139.983231,0
352,ららぽーとTOKYO-BAY　南館店,千葉県 船橋市 浜町2-1-1 ららぽーとTOKYO-BAY南館2Ｆ,35.686241,139.990204,0
353,ららぽーとTOKYO-BAY　北館店,千葉県 船橋市 浜町2-1-1 ららぽーとTOKYO-BAY北館１Ｆ,35.686241,139.990204,0
354,西船橋メトロピア店,千葉県 船橋市 西船4-27-7 東京地下鉄東西線西船橋駅構内,35.708256,139.957825,0
355,イオンモール船橋店,千葉県 船橋市 山手1-1-8,35.711884,139.975769,0
356,新鎌ケ谷店,千葉県 鎌ケ谷市 新鎌ケ谷3-1-5,35.774719,140.001007,0
357,船橋東武店,千葉県 船橋市 本町7-1-1 東武百貨店　船橋店,35.702137,139.983231,0
358,津田沼ビート店,千葉県 船橋市 前原西2-19-1 Viit,35.692284,140.022049,0
359,ミーナ津田沼店,千葉県 習志野市 津田沼1-3-1 mina津田沼,35.68943,140.023071,0
360,TSUTAYA モリシア津田沼店,千葉県 習志野市 谷津1-16-1 モリシア津田沼,35.689732,140.019104,0
361,フルルガーデン八千代店,千葉県 八千代市 村上南1-3-1 フルルガーデン八千代,35.722435,140.117676,0
362,イオンモール八千代緑が丘店,千葉県 八千代市 緑が丘2-1-3 イオンモール八千代緑が丘,35.727856,140.072845,0
363,柏マルイ店,千葉県 柏市 柏1-1-11 柏マルイ 2F,35.861233,139.970871,0
364,モラージュ柏店,千葉県 柏市 大山台2-3 モラージュ柏,35.88251736,139.9693256,0
365,柏 高島屋ステーションモール 6階店,千葉県 柏市 末広町1-1 柏高島屋ステーションモールＳ館,35.862377,139.970825,0
366,柏 高島屋ステーションモール店,千葉県 柏市 末広町1-1 柏高島屋ステーションモールＳ館 1F,35.862377,139.970825,0
367,イオンモール柏店,千葉県 柏市 豊町2-5-25 イオンモール柏,35.852562,139.9599,0
368,柏の葉 蔦屋書店,千葉県 柏市 若柴227-1,35.891659,139.953995,0
369,セブンパーク　アリオ柏店,千葉県 柏市 大島田1-6-1 セブンパーク　アリオ柏,35.840897,140.005997,0
370,野田桜の里店,千葉県 野田市 桜の里2-6-5,35.953297,139.844604,0
371,浦安店,千葉県 浦安市 北栄1-15-9 寿ビル,35.665394,139.893875,0
372,MONA新浦安店,千葉県 浦安市 入船1-5-1 MONA新浦安,35.64892505,139.9134391,0
373,アトレ新浦安店,千葉県 浦安市 入船1-1-1 アトレ新浦安,35.64994,139.91272,0
374,舞浜駅店,千葉県 浦安市 舞浜26-5 JR舞浜駅南口改札外,35.636112,139.884384,0
375,舞浜 イクスピアリ2F トレイダーズ・パッセージ店,千葉県 浦安市 舞浜1-4 イクスピアリ 2階,35.631268,139.874329,0
376,舞浜　イクスピアリ店,千葉県 浦安市 舞浜1-4 イクスピアリ (店舗番号169),35.631268,139.874329,0
377,成田空港第2ターミナル店,千葉県 成田市 古込1-1 成田空港第2旅客ターミナルビル,35.773693,140.386032,0
378,成田空港第2ターミナル到着ロビー南店,千葉県 成田市 古込1-1,35.773693,140.386032,0
379,成田空港第2ターミナルサテライト店,千葉県 成田市 古込1-1 成田空港第2旅客ターミナルビル 3階,35.77522921,140.3929885,0
380,成田空港第2ターミナル到着ロビー北店,千葉県 成田市 古込1-1 成田空港第2旅客ターミナルビル 1階,35.773693,140.386032,0
381,成田空港第1ターミナル第2サテライト店,千葉県 成田市 三里塚御料牧場1-1 成田国際空港第1旅客ターミナルビル,35.749569,140.370987,0
382,成田空港店,千葉県 成田市 三里塚御料牧場1-1 成田空港第１旅客ターミナルビル,35.749569,140.370987,0
383,成田空港第1ターミナル店,千葉県 成田市 三里塚御料牧場1-1 成田空港第1旅客ターミナル中央ビル,35.749569,140.370987,0
384,道の駅みのりの郷東金店,千葉県 東金市 田間1330-1 みのりの郷東金,35.576927,140.384918,0
385,四街道イトーヨーカドー店,千葉県 四街道市 中央5番地 イトーヨーカドー四街道店,35.667564,140.165146,0
386,ベイシア佐倉店,千葉県 佐倉市 寺崎北6-1-2,35.714504,140.216965,0
387,ユーカリが丘店,千葉県 佐倉市 ユーカリが丘2-32-16,35.727886,140.156067,0
388,酒々井プレミアム・アウトレット店,千葉県 印旛郡 酒々井町飯積2-4-1,35.714443,140.290268,0
389,酒々井パーキングエリア(下り線)店,千葉県 印旛郡 酒々井町墨1420-11 酒々井パーキングエリア(下り線),35.713905,140.285614,0
390,成田美郷台店,千葉県 成田市 美郷台3-1-8,35.792881,140.31041,0
391,イオンモール成田店,千葉県 成田市 ウイング土屋24,35.795254,140.318909,0
392,ベイシア富里店,千葉県 富里市 七栄532 ベイシア富里,35.74992537,140.3093565,0
393,香取佐原店,千葉県 香取市 佐原ホ1238-3,35.90107,140.490005,0
394,千葉旭店,千葉県 旭市 イ六反田2074-1-2,35.719105,140.681274,0
395,市原店,千葉県 市原市 更級4-1-32,35.508595,140.099442,0
396,ちはら台モール店,千葉県 市原市 ちはら台南2-32-2 もりまちちはら台モール,35.523849,140.181091,0
397,ユニモちはら台店,千葉県 市原市 ちはら台西3-4 ユニモちはら台,35.528172,140.171539,0
398,三井アウトレットパーク木更津店,千葉県 木更津市 金田東3-1-1 三井アウトレットパーク木更津,35.435112,139.934372,0
399,木更津店,千葉県 木更津市 ほたる野1-15-2,35.377132,139.962402,0
400,海ほたるパーキングエリア店,千葉県 木更津市 中島地先 海ほたる 海ほたるパーキングエリア,35.463558,139.875549,0
401,イオンモール木更津店,千葉県 木更津市 築地1-4,35.356682,139.901382,0
402,カインズ館山店,千葉県 館山市 高井上畑作1771,35.005924,139.878876,0
403,皇居外苑 和田倉噴水公園店,東京都 千代田区 皇居外苑3-1,35.683659,139.760757,0
